,aptID,Predicted_feats
4211,10759,low
4212,10760,low
4213,10765,low
4214,10766,low
4215,10770,low
4216,10771,low
4217,10772,low
4218,10774,low
4219,10781,low
4220,10783,low
4221,10784,low
4222,10787,low
4223,10790,low
4224,10795,low
4225,10796,low
4226,10802,low
4227,10808,low
4228,10809,medium
4229,10811,low
4230,10816,low
4231,10820,low
4232,10821,low
4233,10822,low
4234,10823,low
4235,10825,low
4236,10826,low
4237,10828,medium
4238,10829,low
4239,10830,low
4240,10831,low
4241,10833,low
4242,10834,low
4243,10837,low
4244,10838,high
4245,10841,low
4246,10844,low
4247,10850,low
4248,10851,low
4249,10854,low
4250,10856,low
4251,10857,low
4252,10858,low
4253,10862,medium
4254,10867,low
4255,10868,low
4256,10870,low
4257,10871,low
4258,10873,low
4259,10874,low
4260,10879,low
4261,10880,low
4262,10881,low
4263,10889,low
4264,10892,low
4265,10895,low
4266,10896,low
4267,10897,low
4268,10900,low
4269,10901,medium
4270,10902,low
4271,10911,low
4272,10912,low
4273,10914,low
4274,10915,low
4275,10920,low
4276,10921,low
4277,10922,low
4278,10923,low
4279,10926,low
4280,10932,high
4281,10934,low
4282,10935,low
4283,10936,low
4284,10937,low
4285,10942,low
4286,10945,medium
4287,10950,low
4288,10955,low
4289,10961,low
4290,10964,low
4291,10966,low
4292,10970,low
4293,10974,low
4294,10976,low
4295,10977,low
4296,10978,low
4297,10980,low
4298,10983,low
4299,10984,low
4300,10986,low
4301,10993,low
4302,10994,low
4303,10996,low
4304,10999,low
4305,11000,low
4306,11002,low
4307,11003,medium
4308,11004,low
4309,11005,low
4310,11008,low
4311,11012,low
4312,11013,low
4313,11014,low
4314,11015,low
4315,11016,low
4316,11017,low
4317,11022,low
4318,11028,low
4319,11030,low
4320,11031,low
4321,11032,low
4322,11034,low
4323,11041,low
4324,11051,low
4325,11055,low
4326,11056,low
4327,11058,low
4328,11063,low
4329,11064,low
4330,11065,low
4331,11066,low
4332,11067,low
4333,11068,low
4334,11069,low
4335,11070,low
4336,11072,low
4337,11074,low
4338,11077,low
4339,11081,low
4340,11083,low
4341,11084,medium
4342,11086,low
4343,11091,low
4344,11098,low
4345,11101,low
4346,11102,low
4347,11105,low
4348,11106,low
4349,11107,low
4350,11110,low
4351,11114,low
4352,11115,low
4353,11116,low
4354,11118,low
4355,11123,low
4356,11125,low
4357,11126,medium
4358,11128,low
4359,11130,low
4360,11132,low
4361,11133,low
4362,11135,low
4363,11140,low
4364,11142,low
4365,11143,low
4366,11145,medium
4367,11146,low
4368,11148,low
4369,11149,low
4370,11152,low
4371,11153,low
4372,11154,low
4373,11155,low
4374,11156,low
4375,11157,low
4376,11160,low
4377,11161,low
4378,11163,low
4379,11167,medium
4380,11174,low
4381,11177,low
4382,11182,low
4383,11185,low
4384,11187,low
4385,11190,low
4386,11191,low
4387,11193,low
4388,11194,low
4389,11195,low
4390,11197,low
4391,11199,low
4392,11201,low
4393,11202,low
4394,11204,medium
4395,11206,low
4396,11208,low
4397,11212,low
4398,11214,low
4399,11215,low
4400,11219,low
4401,11222,low
4402,11226,low
4403,11227,low
4404,11231,low
4405,11235,low
4406,11241,low
4407,11242,low
4408,11247,low
4409,11248,low
4410,11250,low
4411,11251,low
4412,11252,low
4413,11253,low
4414,11255,low
4415,11256,low
4416,11257,low
4417,11258,low
4418,11262,high
4419,11263,low
4420,11265,low
4421,11266,low
4422,11276,low
4423,11280,low
4424,11281,low
4425,11283,low
4426,11284,low
4427,11285,medium
4428,11286,low
4429,11287,low
4430,11290,low
4431,11291,low
4432,11292,low
4433,11295,low
4434,11300,low
4435,11301,medium
4436,11303,low
4437,11309,low
4438,11310,low
4439,11313,low
4440,11315,low
4441,11320,low
4442,11321,medium
4443,11322,low
4444,11325,low
4445,11327,low
4446,11329,low
4447,11333,low
4448,11336,low
4449,11338,low
4450,11342,low
4451,11343,low
4452,11351,low
4453,11352,low
4454,11356,low
4455,11359,low
4456,11360,low
4457,11361,low
4458,11362,low
4459,11363,low
4460,11364,low
4461,11365,low
4462,11368,low
4463,11369,low
4464,11370,low
4465,11371,low
4466,11374,low
4467,11378,low
4468,11383,low
4469,11387,medium
4470,11388,low
4471,11390,medium
4472,11392,low
4473,11394,low
4474,11395,low
4475,11397,low
4476,11398,low
4477,11407,low
4478,11408,low
4479,11413,low
4480,11416,low
4481,11419,low
4482,11422,low
4483,11423,low
4484,11425,low
4485,11430,low
4486,11433,low
4487,11436,low
4488,11437,low
4489,11440,high
4490,11442,low
4491,11443,low
4492,11445,low
4493,11447,low
4494,11450,low
4495,11459,high
4496,11461,low
4497,11462,low
4498,11463,low
4499,11464,low
4500,11466,low
4501,11468,low
4502,11469,low
4503,11470,low
4504,11471,low
4505,11472,low
4506,11474,low
4507,11475,low
4508,11481,low
4509,11485,low
4510,11486,low
4511,11487,low
4512,11496,low
4513,11497,low
4514,11500,low
4515,11504,low
4516,11507,low
4517,11510,low
4518,11511,low
4519,11512,low
4520,11517,low
4521,11520,low
4522,11522,low
4523,11523,low
4524,11525,low
4525,11527,low
4526,11528,low
4527,11530,low
4528,11532,low
4529,11534,low
4530,11536,low
4531,11537,medium
4532,11538,low
4533,11539,high
4534,11540,low
4535,11541,high
4536,11542,low
4537,11543,high
4538,11545,low
4539,11547,low
4540,11549,low
4541,11552,low
4542,11556,low
4543,11558,low
4544,11559,low
4545,11560,low
4546,11561,low
4547,11562,low
4548,11563,low
4549,11565,low
4550,11567,low
4551,11570,low
4552,11573,low
4553,11576,low
4554,11577,low
4555,11580,low
4556,11581,low
4557,11582,low
4558,11587,low
4559,11588,low
4560,11589,low
4561,11591,low
4562,11592,low
4563,11594,low
4564,11596,low
4565,11598,low
4566,11599,low
4567,11600,low
4568,11602,low
4569,11604,low
4570,11605,low
4571,11613,low
4572,11615,low
4573,11618,low
4574,11619,low
4575,11622,medium
4576,11625,low
4577,11630,low
4578,11631,low
4579,11632,low
4580,11633,low
4581,11634,medium
4582,11635,low
4583,11636,low
4584,11637,low
4585,11642,low
4586,11645,low
4587,11647,low
4588,11649,low
4589,11651,low
4590,11660,low
4591,11663,low
4592,11666,low
4593,11671,low
4594,11678,low
4595,11679,low
4596,11681,low
4597,11685,low
4598,11686,low
4599,11690,low
4600,11691,low
4601,11695,medium
4602,11700,low
4603,11703,low
4604,11711,low
4605,11714,low
4606,11717,low
4607,11721,medium
4608,11722,low
4609,11724,low
4610,11727,medium
4611,11728,low
4612,11734,low
4613,11736,low
4614,11738,low
4615,11739,low
4616,11741,low
4617,11742,low
4618,11743,low
4619,11748,low
4620,11749,low
4621,11752,low
4622,11755,low
4623,11757,low
4624,11759,low
4625,11760,low
4626,11764,low
4627,11766,medium
4628,11770,low
4629,11773,low
4630,11774,low
4631,11776,low
4632,11777,low
4633,11779,low
4634,11780,low
4635,11784,low
4636,11786,low
4637,11787,low
4638,11788,low
4639,11789,low
4640,11794,low
4641,11798,low
4642,11805,low
4643,11806,low
4644,11807,low
4645,11810,low
4646,11814,low
4647,11815,low
4648,11816,high
4649,11817,low
4650,11818,low
4651,11820,medium
4652,11827,low
4653,11828,low
4654,11829,low
4655,11833,low
4656,11835,low
4657,11836,low
4658,11837,low
4659,11843,low
4660,11847,low
4661,11848,low
4662,11854,medium
4663,11856,low
4664,11858,low
4665,11861,low
4666,11862,low
4667,11870,low
4668,11876,low
4669,11877,low
4670,11878,low
4671,11882,low
4672,11884,medium
4673,11887,low
4674,11888,low
4675,11891,low
4676,11892,medium
4677,11893,low
4678,11894,low
4679,11900,low
4680,11901,low
4681,11903,low
4682,11907,medium
4683,11910,low
4684,11911,low
4685,11912,low
4686,11913,medium
4687,11914,low
4688,11915,low
4689,11916,low
4690,11921,low
4691,11926,low
4692,11927,low
4693,11930,high
4694,11933,low
4695,11934,low
4696,11938,low
4697,11939,low
4698,11941,low
4699,11942,low
4700,11947,low
4701,11948,low
4702,11953,low
4703,11954,low
4704,11955,low
4705,11959,low
4706,11960,low
4707,11968,low
4708,11980,low
4709,11982,low
4710,11983,low
4711,11985,low
4712,11988,low
4713,11989,medium
4714,11992,low
4715,11993,low
4716,11994,low
4717,12001,low
4718,12005,low
4719,12006,low
4720,12007,low
4721,12008,low
4722,12015,high
4723,12016,medium
4724,12018,low
4725,12027,low
4726,12029,low
4727,12030,low
4728,12032,low
4729,12033,low
4730,12038,low
4731,12039,low
4732,12042,low
4733,12043,low
4734,12044,low
4735,12049,medium
4736,12050,low
4737,12051,low
4738,12053,low
4739,12054,low
4740,12056,low
4741,12057,low
4742,12060,low
4743,12061,low
4744,12064,low
4745,12067,low
4746,12070,low
4747,12071,medium
4748,12072,low
4749,12074,high
4750,12076,low
4751,12079,low
4752,12080,low
4753,12081,medium
4754,12082,low
4755,12083,low
4756,12087,low
4757,12088,low
4758,12092,low
4759,12093,low
4760,12096,low
4761,12101,low
4762,12104,low
4763,12107,low
4764,12116,low
4765,12119,low
4766,12120,low
4767,12121,low
4768,12124,high
4769,12125,low
4770,12126,low
4771,12127,low
4772,12128,low
4773,12129,low
4774,12131,low
4775,12132,low
4776,12134,medium
4777,12135,low
4778,12136,low
4779,12137,low
4780,12140,low
4781,12142,low
4782,12143,low
4783,12145,low
4784,12149,low
4785,12151,low
4786,12153,low
4787,12154,low
4788,12155,medium
4789,12156,low
4790,12162,low
4791,12165,low
4792,12166,low
4793,12168,low
4794,12170,low
4795,12174,low
4796,12175,low
4797,12177,low
4798,12178,low
4799,12179,low
4800,12182,low
4801,12187,low
4802,12194,low
4803,12195,low
4804,12196,low
4805,12199,low
4806,12200,low
4807,12201,low
4808,12202,low
4809,12207,medium
4810,12208,low
4811,12209,low
4812,12210,low
4813,12213,low
4814,12217,low
4815,12218,low
4816,12220,low
4817,12228,low
4818,12230,low
4819,12232,medium
4820,12234,low
4821,12237,low
4822,12240,low
4823,12243,medium
4824,12244,low
4825,12247,low
4826,12249,low
4827,12251,low
4828,12253,low
4829,12255,low
4830,12257,low
4831,12258,low
4832,12260,low
4833,12261,low
4834,12268,low
4835,12274,low
4836,12277,low
4837,12282,low
4838,12283,medium
4839,12289,low
4840,12292,low
4841,12294,low
4842,12297,low
4843,12299,low
4844,12300,low
4845,12302,low
4846,12303,low
4847,12306,low
4848,12307,low
4849,12309,low
4850,12310,low
4851,12311,low
4852,12313,low
4853,12316,low
4854,12317,low
4855,12318,medium
4856,12320,low
4857,12327,low
4858,12330,low
4859,12334,low
4860,12335,low
4861,12336,low
4862,12337,low
4863,12339,medium
4864,12342,low
4865,12345,low
4866,12347,low
4867,12349,low
4868,12352,low
4869,12354,low
4870,12357,low
4871,12358,medium
4872,12361,medium
4873,12362,low
4874,12364,low
4875,12365,medium
4876,12368,low
4877,12369,low
4878,12370,low
4879,12371,low
4880,12372,low
4881,12374,low
4882,12376,low
4883,12377,low
4884,12379,low
4885,12380,high
4886,12381,low
4887,12385,low
4888,12388,low
4889,12393,low
4890,12394,low
4891,12395,low
4892,12396,low
4893,12397,medium
4894,12400,low
4895,12401,low
4896,12402,low
4897,12404,low
4898,12406,low
4899,12409,low
4900,12410,low
4901,12421,low
4902,12424,low
4903,12426,low
4904,12430,low
4905,12431,low
4906,12432,low
4907,12433,low
4908,12437,low
4909,12438,low
4910,12439,low
4911,12440,low
4912,12443,medium
4913,12448,low
4914,12451,low
4915,12455,low
4916,12458,low
4917,12459,low
4918,12460,low
4919,12466,low
4920,12471,low
4921,12472,low
4922,12475,low
4923,12476,low
4924,12479,low
4925,12480,low
4926,12482,low
4927,12489,low
4928,12496,low
4929,12497,low
4930,12498,low
4931,12500,low
4932,12502,low
4933,12507,low
4934,12508,low
4935,12510,low
4936,12514,low
4937,12516,low
4938,12522,low
4939,12524,low
4940,12526,low
4941,12530,low
4942,12531,low
4943,12532,low
4944,12534,low
4945,12538,low
4946,12539,high
4947,12541,low
4948,12544,low
4949,12545,low
4950,12546,low
4951,12553,low
4952,12554,low
4953,12562,low
4954,12568,low
4955,12570,low
4956,12572,low
4957,12574,low
4958,12575,medium
4959,12577,low
4960,12580,low
4961,12581,low
4962,12582,low
4963,12583,low
4964,12588,low
4965,12593,low
4966,12595,low
4967,12596,low
4968,12598,low
4969,12599,low
4970,12600,low
4971,12601,low
4972,12602,low
4973,12603,low
4974,12611,medium
4975,12613,low
4976,12616,low
4977,12625,low
4978,12626,low
4979,12629,low
4980,12631,low
4981,12632,low
4982,12633,low
4983,12634,low
4984,12635,medium
4985,12638,low
4986,12639,low
4987,12641,low
4988,12642,low
4989,12644,low
4990,12645,low
4991,12648,medium
4992,12653,low
4993,12655,low
4994,12656,low
4995,12660,low
4996,12661,low
4997,12666,medium
4998,12667,low
4999,12668,low
5000,12670,low
5001,12672,low
5002,12673,low
5003,12674,low
5004,12675,low
5005,12683,low
5006,12685,low
5007,12686,low
5008,12687,low
5009,12688,low
5010,12691,medium
5011,12699,low
5012,12701,low
5013,12707,low
5014,12710,low
5015,12712,low
5016,12714,low
5017,12716,low
5018,12723,low
5019,12724,low
5020,12725,low
5021,12727,low
5022,12730,low
5023,12733,low
5024,12735,low
5025,12740,low
5026,12741,low
5027,12742,low
5028,12744,low
5029,12747,low
5030,12748,low
5031,12749,medium
5032,12752,low
5033,12755,low
5034,12757,low
5035,12758,low
5036,12759,low
5037,12760,low
5038,12762,low
5039,12764,medium
5040,12765,low
5041,12766,low
5042,12768,low
5043,12771,medium
5044,12773,low
5045,12778,low
5046,12779,low
5047,12784,low
5048,12786,low
5049,12788,low
5050,12789,low
5051,12790,high
5052,12791,low
5053,12792,low
5054,12793,low
5055,12794,low
5056,12795,low
5057,12796,low
5058,12798,low
5059,12800,medium
5060,12802,medium
5061,12803,low
5062,12804,low
5063,12808,low
5064,12809,low
5065,12814,low
5066,12815,low
5067,12819,medium
5068,12825,low
5069,12826,low
5070,12832,low
5071,12833,low
5072,12835,low
5073,12836,low
5074,12837,low
5075,12840,low
5076,12849,low
5077,12850,low
5078,12852,low
5079,12854,low
5080,12855,low
5081,12857,low
5082,12862,low
5083,12863,low
5084,12864,low
5085,12865,low
5086,12866,low
5087,12870,low
5088,12871,low
5089,12872,low
5090,12873,low
5091,12875,medium
5092,12877,low
5093,12879,low
5094,12880,low
5095,12885,low
5096,12889,low
5097,12892,low
5098,12893,low
5099,12895,low
5100,12900,low
5101,12903,low
5102,12904,low
5103,12905,low
5104,12906,low
5105,12908,low
5106,12911,low
5107,12912,low
5108,12913,low
5109,12914,low
5110,12916,low
5111,12917,low
5112,12919,medium
5113,12920,low
5114,12929,low
5115,12930,low
5116,12931,low
5117,12932,high
5118,12933,low
5119,12935,low
5120,12936,low
5121,12937,low
5122,12946,low
5123,12950,low
5124,12951,low
5125,12956,low
5126,12957,low
5127,12961,low
5128,12964,low
5129,12965,low
5130,12966,low
5131,12967,low
5132,12969,low
5133,12973,high
5134,12977,low
5135,12979,low
5136,12981,low
5137,12988,low
5138,12989,low
5139,12990,low
5140,12991,low
5141,12992,low
5142,12996,low
5143,12997,low
5144,12998,low
5145,13001,low
5146,13002,low
5147,13004,low
5148,13009,low
5149,13010,low
5150,13012,low
5151,13014,low
5152,13015,low
5153,13019,low
5154,13021,medium
5155,13024,low
5156,13027,low
5157,13028,low
5158,13029,low
5159,13030,low
5160,13031,low
5161,13032,low
5162,13034,low
5163,13035,low
5164,13036,low
5165,13042,medium
5166,13045,low
5167,13048,low
5168,13050,low
5169,13051,low
5170,13053,low
5171,13055,low
5172,13056,low
5173,13058,low
5174,13059,low
5175,13060,low
5176,13063,medium
5177,13065,low
5178,13068,low
5179,13070,low
5180,13072,low
5181,13073,low
5182,13076,high
5183,13079,low
5184,13082,low
5185,13083,low
5186,13084,low
5187,13088,low
5188,13089,low
5189,13096,low
5190,13100,low
5191,13101,low
5192,13102,low
5193,13103,medium
5194,13106,low
5195,13113,low
5196,13115,low
5197,13117,low
5198,13118,low
5199,13119,low
5200,13123,low
5201,13124,low
5202,13126,low
5203,13128,low
5204,13129,low
5205,13131,low
5206,13133,low
5207,13134,low
5208,13135,low
5209,13139,low
5210,13140,low
5211,13142,low
5212,13145,low
5213,13147,low
5214,13148,low
5215,13150,low
5216,13154,low
5217,13155,low
5218,13156,low
5219,13157,low
5220,13159,low
5221,13160,low
5222,13161,low
5223,13165,low
5224,13172,low
5225,13177,low
5226,13180,low
5227,13181,low
5228,13183,low
5229,13185,low
5230,13189,low
5231,13190,low
5232,13191,high
5233,13194,medium
5234,13198,low
5235,13199,medium
5236,13200,low
5237,13202,low
5238,13205,medium
5239,13207,low
5240,13217,medium
5241,13221,low
5242,13222,low
5243,13224,low
5244,13225,low
5245,13228,low
5246,13229,low
5247,13230,medium
5248,13235,low
5249,13237,low
5250,13238,low
5251,13242,low
5252,13243,low
5253,13245,low
5254,13248,low
5255,13249,low
5256,13254,low
5257,13256,low
5258,13259,low
5259,13262,low
5260,13265,low
5261,13269,low
5262,13270,low
5263,13272,low
5264,13276,low
5265,13278,low
5266,13279,low
5267,13281,low
5268,13283,low
5269,13285,low
5270,13286,high
5271,13291,medium
5272,13293,low
5273,13295,high
5274,13298,low
5275,13300,low
5276,13303,low
5277,13308,low
5278,13323,low
5279,13324,low
5280,13326,low
5281,13333,low
5282,13337,medium
5283,13338,low
5284,13339,low
5285,13340,medium
5286,13342,low
5287,13345,low
5288,13346,low
5289,13348,low
5290,13349,low
5291,13352,low
5292,13354,low
5293,13355,low
5294,13356,low
5295,13357,low
5296,13359,low
5297,13360,low
5298,13361,low
5299,13363,low
5300,13364,low
5301,13365,low
5302,13366,low
5303,13369,medium
5304,13373,low
5305,13375,low
5306,13376,low
5307,13378,low
5308,13380,low
5309,13382,low
5310,13384,medium
5311,13385,medium
5312,13386,low
5313,13389,low
5314,13390,low
5315,13391,low
5316,13394,low
5317,13399,low
5318,13406,low
5319,13409,low
5320,13417,low
5321,13421,low
5322,13424,low
5323,13425,low
5324,13426,low
5325,13431,medium
5326,13435,low
5327,13441,low
5328,13442,low
5329,13443,low
5330,13444,low
5331,13446,low
5332,13452,low
5333,13457,low
5334,13458,low
5335,13463,low
5336,13465,low
5337,13468,low
5338,13469,low
5339,13470,low
5340,13471,low
5341,13474,low
5342,13488,low
5343,13490,high
5344,13493,low
5345,13494,low
5346,13497,low
5347,13498,low
5348,13499,low
5349,13500,medium
5350,13503,low
5351,13504,low
5352,13505,low
5353,13506,low
5354,13507,low
5355,13508,low
5356,13509,low
5357,13511,low
5358,13512,low
5359,13516,low
5360,13519,low
5361,13521,low
5362,13530,low
5363,13532,low
5364,13535,low
5365,13536,low
5366,13537,low
5367,13538,low
5368,13543,low
5369,13545,low
5370,13546,low
5371,13549,low
5372,13553,low
5373,13556,low
5374,13559,low
5375,13563,low
5376,13566,low
5377,13567,low
5378,13568,low
5379,13569,low
5380,13571,low
5381,13572,low
5382,13574,low
5383,13575,low
5384,13578,low
5385,13579,low
5386,13581,low
5387,13583,low
5388,13587,low
5389,13589,low
5390,13590,low
5391,13594,low
5392,13598,low
5393,13600,low
5394,13601,low
5395,13602,low
5396,13606,low
5397,13610,low
5398,13615,low
5399,13617,low
5400,13620,low
5401,13621,low
5402,13624,low
5403,13626,low
5404,13631,low
5405,13632,low
5406,13633,low
5407,13635,low
5408,13641,medium
5409,13642,low
5410,13644,low
5411,13648,low
5412,13649,low
5413,13651,low
5414,13652,low
5415,13654,low
5416,13655,low
5417,13661,low
5418,13663,low
5419,13665,low
5420,13667,low
5421,13678,low
5422,13679,low
5423,13680,low
5424,13682,low
5425,13689,low
5426,13690,low
5427,13693,low
5428,13694,low
5429,13697,low
5430,13699,low
5431,13701,low
5432,13704,low
5433,13705,low
5434,13706,low
5435,13708,low
5436,13709,low
5437,13710,low
5438,13713,low
5439,13714,low
5440,13717,low
5441,13718,low
5442,13719,low
5443,13722,low
5444,13728,low
5445,13730,low
5446,13731,low
5447,13732,low
5448,13734,low
5449,13739,low
5450,13745,low
5451,13746,low
5452,13751,low
5453,13752,low
5454,13753,low
5455,13754,low
5456,13755,low
5457,13756,low
5458,13757,low
5459,13761,low
5460,13762,low
5461,13764,medium
5462,13765,low
5463,13769,low
5464,13771,low
5465,13772,low
5466,13773,low
5467,13774,low
5468,13777,low
5469,13778,low
5470,13780,low
5471,13781,low
5472,13783,low
5473,13786,low
5474,13788,low
5475,13789,low
5476,13791,high
5477,13792,low
5478,13793,low
5479,13794,low
5480,13796,low
5481,13798,low
5482,13800,low
5483,13802,low
5484,13803,low
5485,13806,low
5486,13807,low
5487,13809,high
5488,13812,low
5489,13813,low
5490,13816,medium
5491,13817,low
5492,13821,low
5493,13823,low
5494,13824,low
5495,13827,medium
5496,13830,low
5497,13832,low
5498,13836,low
5499,13838,low
5500,13840,low
5501,13842,low
5502,13844,low
5503,13845,low
5504,13848,low
5505,13853,medium
5506,13858,low
5507,13862,low
5508,13863,low
5509,13866,low
5510,13870,low
5511,13871,low
5512,13872,low
5513,13876,low
5514,13877,low
5515,13886,low
5516,13889,low
5517,13891,medium
5518,13895,low
5519,13896,low
5520,13899,low
5521,13904,low
5522,13908,low
5523,13910,low
5524,13911,low
5525,13912,low
5526,13914,low
5527,13919,low
5528,13920,low
5529,13927,low
5530,13930,low
5531,13931,low
5532,13932,high
5533,13935,low
5534,13936,low
5535,13937,low
5536,13939,low
5537,13946,low
5538,13949,low
5539,13952,medium
5540,13953,low
5541,13955,low
5542,13956,low
5543,13958,medium
5544,13959,low
5545,13962,low
5546,13963,medium
5547,13964,low
5548,13966,low
5549,13970,low
5550,13971,low
5551,13975,low
5552,13977,low
5553,13978,low
5554,13980,low
5555,13981,low
5556,13989,medium
5557,13993,low
5558,14000,medium
5559,14002,low
5560,14004,low
5561,14005,low
5562,14009,low
5563,14012,low
5564,14013,low
5565,14018,low
5566,14020,low
5567,14021,low
5568,14027,low
5569,14031,low
5570,14036,low
5571,14037,low
5572,14043,low
5573,14045,low
5574,14048,low
5575,14058,low
5576,14062,low
5577,14063,low
5578,14069,medium
5579,14074,low
5580,14075,low
5581,14077,low
5582,14080,low
5583,14081,low
5584,14084,low
5585,14093,low
5586,14094,low
5587,14095,low
5588,14098,medium
5589,14100,low
5590,14101,low
5591,14103,low
5592,14105,medium
5593,14107,low
5594,14116,low
5595,14117,low
5596,14120,low
5597,14123,low
5598,14127,low
5599,14131,low
5600,14134,low
5601,14135,low
5602,14137,low
5603,14140,low
5604,14144,low
5605,14147,low
5606,14148,low
5607,14155,low
5608,14157,medium
5609,14158,low
5610,14160,medium
5611,14162,medium
5612,14163,low
5613,14166,low
5614,14168,low
5615,14169,low
5616,14171,low
5617,14176,low
5618,14182,low
5619,14184,low
5620,14185,low
5621,14189,low
5622,14191,low
5623,14194,high
5624,14197,low
5625,14199,medium
5626,14204,low
5627,14205,medium
5628,14208,low
5629,14211,low
5630,14219,low
5631,14222,low
5632,14226,low
5633,14227,low
5634,14228,medium
5635,14231,low
5636,14234,low
5637,14236,low
5638,14237,low
5639,14238,low
5640,14239,low
5641,14240,low
5642,14242,low
5643,14244,low
5644,14248,low
5645,14249,low
5646,14251,low
5647,14253,low
5648,14254,low
5649,14257,low
5650,14259,low
5651,14264,low
5652,14266,low
5653,14268,low
5654,14269,low
5655,14272,low
5656,14273,low
5657,14276,low
5658,14277,low
5659,14278,low
5660,14281,low
5661,14284,low
5662,14285,low
5663,14287,medium
5664,14289,low
5665,14291,low
5666,14292,low
5667,14296,low
5668,14299,low
5669,14300,low
5670,14302,medium
5671,14304,low
5672,14312,low
5673,14317,low
5674,14318,low
5675,14324,low
5676,14325,low
5677,14327,low
5678,14329,medium
5679,14331,low
5680,14336,low
5681,14337,low
5682,14340,low
5683,14341,medium
5684,14343,low
5685,14345,low
5686,14350,low
5687,14351,low
5688,14352,low
5689,14353,low
5690,14356,low
5691,14360,medium
5692,14362,low
5693,14364,low
5694,14368,low
5695,14374,medium
5696,14376,low
5697,14377,low
5698,14381,low
5699,14382,low
5700,14386,low
5701,14387,low
5702,14388,low
5703,14389,low
5704,14391,low
5705,14393,low
5706,14396,low
5707,14402,low
5708,14405,low
5709,14406,low
5710,14407,low
5711,14409,low
5712,14414,low
5713,14415,low
5714,14416,low
5715,14417,low
5716,14420,low
5717,14421,low
5718,14423,low
5719,14426,low
5720,14429,low
5721,14435,low
5722,14437,low
5723,14441,low
5724,14443,low
5725,14450,medium
5726,14452,medium
5727,14455,low
5728,14462,low
5729,14464,low
5730,14468,low
5731,14469,low
5732,14472,low
5733,14480,low
5734,14488,low
5735,14493,low
5736,14498,low
5737,14503,low
5738,14504,low
5739,14505,low
5740,14508,low
5741,14509,low
5742,14510,low
5743,14512,low
5744,14520,medium
5745,14523,medium
5746,14524,low
5747,14530,low
5748,14532,low
5749,14535,low
5750,14536,low
5751,14538,low
5752,14544,low
5753,14547,low
5754,14549,low
5755,14550,low
5756,14551,low
5757,14552,low
5758,14555,low
5759,14556,medium
5760,14557,low
5761,14560,medium
5762,14562,low
5763,14564,low
5764,14565,low
5765,14569,low
5766,14570,low
5767,14571,low
5768,14573,low
5769,14575,low
5770,14576,low
5771,14585,low
5772,14587,low
5773,14589,low
5774,14590,low
5775,14593,low
5776,14594,low
5777,14596,low
5778,14599,low
5779,14612,low
5780,14613,low
5781,14614,low
5782,14615,low
5783,14622,low
5784,14623,low
5785,14627,low
5786,14628,low
5787,14629,low
5788,14630,low
5789,14632,low
5790,14635,medium
5791,14638,low
5792,14642,medium
5793,14646,low
5794,14648,low
5795,14649,low
5796,14651,low
5797,14652,low
5798,14653,low
5799,14657,low
5800,14659,low
5801,14662,low
5802,14665,low
5803,14669,low
5804,14671,low
5805,14676,low
5806,14682,low
5807,14684,medium
5808,14688,low
5809,14691,low
5810,14693,low
5811,14695,low
5812,14697,low
5813,14699,low
5814,14705,low
5815,14706,low
5816,14709,low
5817,14711,low
5818,14712,low
5819,14714,low
5820,14717,low
5821,14718,low
5822,14719,low
5823,14721,low
5824,14722,low
5825,14725,medium
5826,14727,low
5827,14728,low
5828,14729,low
5829,14742,low
5830,14744,medium
5831,14746,low
5832,14750,low
5833,14751,low
5834,14755,low
5835,14757,low
5836,14758,low
5837,14763,low
5838,14765,low
5839,14768,low
5840,14769,low
5841,14770,medium
5842,14771,medium
5843,14773,low
5844,14777,low
5845,14778,high
5846,14779,low
5847,14780,low
5848,14782,low
5849,14785,low
5850,14787,medium
5851,14789,low
5852,14793,low
5853,14794,low
5854,14796,low
5855,14797,low
5856,14798,low
5857,14799,low
5858,14800,low
5859,14801,low
5860,14803,low
5861,14805,low
5862,14806,high
5863,14807,low
5864,14809,low
5865,14813,low
5866,14814,medium
5867,14815,low
5868,14817,medium
5869,14822,low
5870,14824,low
5871,14828,low
5872,14831,low
5873,14833,low
5874,14834,low
5875,14836,low
5876,14837,low
5877,14838,low
5878,14842,low
5879,14843,low
5880,14848,low
5881,14851,low
5882,14853,low
5883,14854,low
5884,14858,low
5885,14859,low
5886,14861,low
5887,14863,low
5888,14865,low
5889,14866,low
5890,14868,low
5891,14869,low
5892,14874,low
5893,14876,low
5894,14882,low
5895,14887,low
5896,14888,low
5897,14891,low
5898,14893,low
5899,14894,low
5900,14897,low
5901,14898,low
5902,14901,low
5903,14907,low
5904,14909,low
5905,14910,low
5906,14911,low
5907,14914,low
5908,14915,low
5909,14919,low
5910,14921,low
5911,14922,low
5912,14924,low
5913,14926,low
5914,14928,medium
5915,14929,low
5916,14933,low
5917,14936,low
5918,14938,low
5919,14939,low
5920,14940,low
5921,14943,low
5922,14945,low
5923,14955,low
5924,14956,low
5925,14963,low
5926,14966,low
5927,14968,medium
5928,14969,low
5929,14970,low
5930,14972,low
5931,14973,low
5932,14986,low
5933,14988,low
5934,14994,low
5935,14997,low
5936,14998,low
5937,14999,medium
5938,15000,low
5939,15004,low
5940,15010,low
5941,15011,low
5942,15012,low
5943,15013,low
