,aptID,interest_level,predOnDesc,pred_low,pred_high,pred_h_or_m,Predicted_feats
15585,39167,low,low,True,False,is_low,low
15586,39170,low,low,True,False,is_low,low
15587,39171,low,low,True,False,is_low,low
15588,39172,medium,low,True,False,medium,low
15589,39175,low,low,True,False,is_low,low
15590,39176,low,medium,True,False,is_low,low
15591,39180,low,low,True,False,is_low,low
15592,39181,low,low,True,False,is_low,low
15593,39182,medium,medium,True,False,medium,low
15594,39185,medium,low,False,True,high,high
15595,39187,low,medium,True,False,is_low,low
15596,39189,low,low,False,False,is_low,medium
15597,39190,low,low,True,False,is_low,low
15598,39191,medium,medium,True,False,medium,low
15599,39192,low,low,True,False,is_low,low
15600,39193,low,low,True,False,is_low,low
15601,39195,low,medium,True,False,is_low,low
15602,39196,medium,medium,False,False,medium,low
15603,39199,low,low,True,False,is_low,low
15604,39202,medium,medium,True,False,medium,low
15605,39204,low,low,True,False,is_low,low
15606,39207,low,high,True,False,is_low,low
15607,39212,low,low,True,False,is_low,low
15608,39213,low,low,True,False,is_low,low
15609,39215,low,low,True,False,is_low,low
15610,39218,medium,low,True,False,medium,low
15611,39223,low,low,True,False,is_low,low
15612,39231,low,low,True,False,is_low,low
15613,39233,high,low,True,False,medium,low
15614,39236,medium,low,True,False,medium,low
15615,39237,low,low,True,False,is_low,low
15616,39238,medium,low,True,False,medium,low
15617,39239,high,high,True,False,medium,low
15618,39240,medium,medium,True,False,medium,low
15619,39241,low,low,True,False,is_low,low
15620,39242,low,low,True,False,is_low,low
15621,39243,high,low,True,False,medium,low
15622,39244,low,low,True,False,is_low,low
15623,39247,low,low,True,False,is_low,low
15624,39250,low,low,True,False,is_low,low
15625,39252,high,low,True,False,medium,low
15626,39256,low,low,True,False,is_low,low
15627,39259,high,high,False,True,high,high
15628,39266,low,low,True,False,is_low,low
15629,39269,low,low,True,False,is_low,low
15630,39270,low,low,True,False,is_low,low
15631,39273,low,low,True,False,is_low,low
15632,39275,low,low,True,False,is_low,low
15633,39279,low,low,True,False,is_low,low
15634,39280,medium,medium,True,False,high,low
15635,39283,low,low,True,False,is_low,low
15636,39284,low,low,True,False,is_low,low
15637,39286,low,medium,True,False,is_low,low
15638,39289,low,low,True,False,is_low,low
15639,39290,medium,medium,True,False,medium,low
15640,39293,low,low,True,False,is_low,low
15641,39294,low,low,True,False,is_low,low
15642,39299,low,low,True,False,is_low,low
15643,39304,medium,low,True,False,medium,low
15644,39307,low,low,True,False,is_low,low
15645,39308,medium,medium,True,False,medium,low
15646,39310,low,low,True,False,is_low,low
15647,39313,high,low,True,False,medium,low
15648,39316,high,medium,False,False,medium,low
15649,39318,medium,low,True,False,medium,low
15650,39319,low,low,True,False,is_low,low
15651,39321,low,low,True,False,is_low,low
15652,39326,medium,medium,True,False,medium,low
15653,39327,low,low,False,False,is_low,low
15654,39329,medium,medium,True,False,medium,low
15655,39332,low,low,True,False,is_low,low
15656,39334,low,low,True,False,is_low,low
15657,39336,low,low,True,False,is_low,low
15658,39339,low,low,True,False,is_low,low
15659,39340,low,medium,True,False,is_low,low
15660,39342,medium,medium,True,False,medium,low
15661,39344,low,low,True,False,is_low,low
15662,39345,low,low,True,False,is_low,low
15663,39346,low,low,True,False,is_low,low
15664,39348,low,medium,True,False,is_low,low
15665,39351,low,high,True,False,is_low,low
15666,39353,low,low,True,False,is_low,low
15667,39354,medium,medium,True,False,medium,low
15668,39355,low,low,False,False,is_low,medium
15669,39358,low,low,True,False,is_low,low
15670,39361,low,low,True,False,is_low,low
15671,39365,high,high,True,False,medium,low
15672,39366,low,low,False,False,is_low,medium
15673,39367,low,low,True,False,is_low,low
15674,39369,medium,medium,True,False,medium,low
15675,39377,medium,medium,True,False,medium,low
15676,39378,medium,low,True,False,medium,low
15677,39380,low,medium,True,False,is_low,medium
15678,39386,low,medium,True,False,is_low,low
15679,39388,low,low,True,False,is_low,low
15680,39389,medium,low,True,False,medium,low
15681,39391,low,low,True,False,is_low,low
15682,39393,low,medium,True,False,is_low,low
15683,39394,medium,medium,True,False,medium,low
15684,39395,low,low,True,False,is_low,low
15685,39397,medium,low,True,False,medium,low
15686,39401,low,high,True,False,is_low,low
15687,39402,low,low,True,False,is_low,low
15688,39404,low,medium,True,False,is_low,low
15689,39405,low,low,True,False,is_low,low
15690,39417,low,medium,True,False,is_low,low
15691,39419,low,medium,False,False,is_low,medium
15692,39420,low,low,True,False,is_low,low
15693,39425,high,medium,False,False,medium,low
15694,39428,low,low,False,False,is_low,low
15695,39429,low,low,True,False,is_low,low
15696,39431,low,low,True,False,is_low,low
15697,39434,high,medium,True,False,medium,low
15698,39438,low,low,False,False,is_low,medium
15699,39444,low,low,True,False,is_low,low
15700,39447,medium,high,True,False,medium,low
15701,39450,high,medium,False,False,medium,low
15702,39454,low,low,True,False,is_low,low
15703,39455,low,low,True,False,is_low,low
15704,39458,low,low,True,False,is_low,low
15705,39459,low,low,True,False,is_low,low
15706,39462,low,low,True,False,is_low,low
15707,39466,medium,medium,False,False,medium,low
15708,39468,medium,low,True,False,medium,low
15709,39469,low,low,True,False,is_low,low
15710,39471,medium,medium,True,False,medium,low
15711,39480,low,low,True,False,is_low,low
15712,39484,medium,low,True,False,medium,low
15713,39486,low,low,True,False,is_low,low
15714,39493,low,low,True,False,is_low,low
15715,39494,low,low,True,False,is_low,low
15716,39495,high,high,True,False,medium,low
15717,39497,high,high,True,False,medium,low
15718,39499,medium,low,True,False,medium,low
15719,39503,high,medium,False,False,medium,low
15720,39504,low,low,True,False,is_low,low
15721,39505,low,medium,True,False,is_low,low
15722,39506,medium,low,True,False,medium,low
15723,39509,high,low,True,False,medium,low
15724,39510,low,low,True,False,is_low,low
15725,39514,medium,medium,True,False,medium,low
15726,39520,low,low,True,False,is_low,low
15727,39525,low,low,True,False,is_low,low
15728,39526,high,low,True,False,medium,low
15729,39527,low,low,True,False,is_low,low
15730,39528,low,medium,True,False,is_low,low
15731,39529,medium,medium,False,False,medium,medium
15732,39531,medium,low,True,False,medium,low
15733,39532,low,low,True,False,is_low,low
15734,39533,low,low,True,False,is_low,low
15735,39536,low,low,True,False,is_low,low
15736,39537,high,low,True,False,medium,low
15737,39538,low,low,True,False,is_low,low
15738,39540,medium,medium,True,False,medium,low
15739,39543,low,low,True,False,is_low,low
15740,39544,medium,low,True,False,medium,low
15741,39547,low,high,True,False,is_low,low
15742,39548,low,low,True,False,is_low,low
15743,39551,low,low,True,False,is_low,low
15744,39559,medium,low,False,False,medium,low
15745,39562,low,low,True,False,is_low,low
15746,39563,low,low,False,True,is_low,high
15747,39564,high,low,True,False,medium,low
15748,39567,low,low,True,False,is_low,low
15749,39568,low,low,True,False,is_low,low
15750,39569,low,low,True,False,is_low,low
15751,39570,low,low,True,False,is_low,low
15752,39572,low,low,True,False,is_low,low
15753,39574,low,low,True,False,is_low,low
15754,39580,medium,medium,False,False,medium,medium
15755,39583,low,medium,True,False,is_low,low
15756,39584,low,low,True,False,is_low,low
15757,39591,low,low,True,False,is_low,low
15758,39593,low,low,True,False,is_low,low
15759,39595,low,low,True,False,is_low,low
15760,39599,low,low,True,False,is_low,low
15761,39600,low,low,True,False,is_low,low
15762,39602,low,medium,True,False,is_low,low
15763,39605,low,low,True,False,is_low,low
15764,39609,low,medium,True,False,is_low,low
15765,39615,low,low,False,False,is_low,medium
15766,39616,high,low,True,False,medium,low
15767,39618,low,low,True,False,is_low,low
15768,39621,low,low,True,False,is_low,low
15769,39622,low,low,True,False,is_low,low
15770,39625,low,low,True,False,is_low,low
15771,39633,low,medium,False,False,is_low,low
15772,39635,medium,low,False,False,medium,medium
15773,39636,low,medium,True,False,is_low,low
15774,39639,low,low,True,False,is_low,low
15775,39640,medium,low,True,False,medium,low
15776,39643,low,low,False,True,is_low,high
15777,39648,low,medium,True,False,is_low,low
15778,39655,low,low,True,False,is_low,low
15779,39657,low,low,True,False,is_low,low
15780,39660,low,low,True,False,is_low,low
15781,39663,low,low,True,False,is_low,low
15782,39668,low,low,True,False,is_low,low
15783,39672,high,medium,True,False,medium,low
15784,39673,low,low,True,False,is_low,low
15785,39674,medium,low,True,False,medium,low
15786,39675,medium,medium,True,False,medium,low
15787,39677,medium,medium,True,False,medium,low
15788,39679,low,low,True,False,is_low,low
15789,39680,low,low,True,False,is_low,low
15790,39681,low,low,True,False,is_low,low
15791,39685,low,low,True,False,is_low,low
15792,39687,low,low,True,False,is_low,low
15793,39694,medium,medium,True,False,medium,low
15794,39697,low,low,True,False,is_low,low
15795,39699,low,low,True,False,is_low,low
15796,39703,medium,medium,True,False,medium,low
15797,39705,medium,high,True,False,medium,low
15798,39706,low,low,True,False,is_low,low
15799,39712,low,high,True,False,is_low,low
15800,39714,low,low,True,False,is_low,low
15801,39717,high,low,True,False,medium,low
15802,39721,high,high,True,False,medium,low
15803,39723,medium,low,True,False,medium,low
15804,39727,low,medium,False,False,is_low,medium
15805,39728,low,low,True,False,is_low,low
15806,39729,low,low,True,False,is_low,low
15807,39731,low,medium,True,False,is_low,low
15808,39735,low,low,True,False,is_low,low
15809,39736,medium,low,False,False,medium,medium
15810,39737,low,low,True,False,is_low,low
15811,39738,low,low,True,False,is_low,low
15812,39739,low,low,True,False,is_low,low
15813,39740,low,low,False,False,is_low,medium
15814,39742,medium,low,True,False,medium,low
15815,39743,low,low,True,False,is_low,low
15816,39745,medium,low,True,False,medium,low
15817,39746,medium,low,False,False,medium,medium
15818,39750,medium,low,True,False,medium,low
15819,39752,medium,low,True,False,medium,low
15820,39754,high,low,True,False,medium,low
15821,39757,low,medium,False,False,is_low,medium
15822,39760,low,low,True,False,is_low,low
15823,39762,medium,low,False,True,high,high
15824,39769,high,low,True,False,medium,low
15825,39770,low,low,True,False,is_low,low
15826,39775,low,low,True,False,is_low,low
15827,39776,low,low,True,False,is_low,low
15828,39777,low,low,True,False,is_low,low
15829,39779,low,high,True,False,is_low,low
15830,39780,low,low,True,False,is_low,low
15831,39781,low,medium,True,False,is_low,low
15832,39787,low,low,True,False,is_low,low
15833,39793,low,low,True,False,is_low,low
15834,39794,low,low,True,False,is_low,medium
15835,39798,low,low,False,True,is_low,high
15836,39799,low,high,True,False,is_low,low
15837,39802,low,low,False,True,is_low,high
15838,39803,low,medium,True,False,is_low,low
15839,39804,low,low,True,False,is_low,low
15840,39808,low,medium,True,False,is_low,low
15841,39811,low,low,True,False,is_low,low
15842,39813,low,low,True,False,is_low,low
15843,39814,medium,medium,True,False,medium,low
15844,39824,low,low,True,False,is_low,low
15845,39827,medium,low,True,False,medium,low
15846,39829,low,low,True,False,is_low,low
15847,39830,low,low,True,False,is_low,low
15848,39831,low,medium,True,False,is_low,low
15849,39833,low,low,True,False,is_low,low
15850,39835,medium,low,True,False,medium,low
15851,39839,high,high,False,False,medium,medium
15852,39841,medium,medium,True,False,medium,low
15853,39842,low,low,True,False,is_low,low
15854,39846,medium,low,True,False,medium,low
15855,39855,low,medium,True,False,is_low,low
15856,39856,low,low,True,False,is_low,low
15857,39858,high,low,False,True,high,high
15858,39859,low,low,False,True,is_low,high
15859,39864,medium,low,True,False,medium,low
15860,39866,high,high,True,False,medium,low
15861,39872,high,high,False,False,medium,medium
15862,39873,medium,medium,True,False,medium,low
15863,39874,medium,medium,True,False,medium,low
15864,39876,low,high,True,False,is_low,low
15865,39881,low,low,True,False,is_low,low
15866,39886,low,medium,True,False,is_low,low
15867,39889,low,medium,True,False,is_low,low
15868,39891,low,low,False,False,is_low,medium
15869,39897,low,low,True,False,is_low,low
15870,39899,low,low,True,False,is_low,low
15871,39901,high,medium,False,False,medium,medium
15872,39906,low,medium,False,False,is_low,medium
15873,39907,low,low,True,False,is_low,low
15874,39908,low,low,True,False,is_low,low
15875,39914,low,low,False,True,is_low,medium
15876,39916,medium,medium,True,False,medium,low
15877,39920,medium,low,True,False,medium,low
15878,39921,low,medium,True,False,is_low,low
15879,39924,low,low,True,False,is_low,low
15880,39925,low,low,False,True,is_low,high
15881,39930,low,low,False,False,is_low,medium
15882,39931,low,low,True,False,is_low,low
15883,39932,high,low,False,False,medium,low
15884,39936,low,medium,False,False,is_low,low
15885,39941,low,low,True,False,is_low,low
15886,39942,low,medium,True,False,is_low,low
15887,39943,medium,medium,True,False,medium,low
15888,39945,low,high,True,False,is_low,low
15889,39948,low,low,True,False,is_low,low
15890,39952,medium,medium,False,False,medium,medium
15891,39954,low,low,True,False,is_low,low
15892,39958,low,high,True,False,is_low,low
15893,39959,low,low,True,False,is_low,low
15894,39963,low,low,True,False,is_low,low
15895,39964,low,low,True,False,is_low,low
15896,39966,medium,high,False,False,medium,low
15897,39970,low,medium,True,False,is_low,low
15898,39975,medium,medium,False,False,medium,medium
15899,39978,low,low,True,False,is_low,low
15900,39983,low,low,True,False,is_low,low
15901,39984,low,low,True,False,is_low,low
15902,39987,low,medium,True,False,is_low,low
15903,39988,low,low,True,False,is_low,low
15904,39990,high,low,True,False,medium,low
15905,39991,medium,medium,True,False,medium,low
15906,39992,medium,low,False,False,medium,medium
15907,39999,low,medium,True,False,is_low,low
15908,40001,low,low,True,False,is_low,low
15909,40002,low,medium,True,False,is_low,low
15910,40003,low,medium,True,False,is_low,low
15911,40005,low,low,True,False,is_low,low
15912,40006,low,low,True,False,is_low,low
15913,40007,low,low,True,False,is_low,low
15914,40009,low,low,True,False,is_low,low
15915,40010,low,low,True,False,is_low,low
15916,40011,low,medium,True,False,is_low,low
15917,40012,medium,medium,True,False,medium,low
15918,40016,low,low,True,False,is_low,low
15919,40018,medium,low,True,False,medium,low
15920,40020,low,low,True,False,is_low,low
15921,40027,medium,medium,False,True,high,high
15922,40031,low,low,True,False,is_low,low
15923,40033,medium,medium,False,False,medium,low
15924,40034,high,low,True,False,medium,low
15925,40038,low,low,True,False,is_low,low
15926,40040,low,low,True,False,is_low,low
15927,40041,low,low,True,False,is_low,low
15928,40042,low,low,True,False,is_low,low
15929,40044,low,low,True,False,is_low,low
15930,40046,medium,low,True,False,medium,low
15931,40047,low,medium,True,False,is_low,low
15932,40050,low,low,True,False,is_low,low
15933,40055,medium,medium,True,False,medium,low
15934,40056,low,low,True,False,is_low,low
15935,40058,low,high,True,False,is_low,low
15936,40059,low,low,True,False,is_low,low
15937,40060,low,low,True,False,is_low,low
15938,40061,low,high,True,False,is_low,low
15939,40064,low,low,True,False,is_low,low
15940,40067,low,low,True,False,is_low,low
15941,40076,high,medium,True,False,medium,low
15942,40078,low,low,True,False,is_low,low
15943,40081,high,medium,True,False,medium,low
15944,40082,low,low,True,False,is_low,low
15945,40083,medium,medium,True,False,medium,low
15946,40085,low,low,True,False,is_low,low
15947,40086,low,medium,True,False,is_low,low
15948,40089,low,low,True,False,is_low,low
15949,40090,low,low,True,False,is_low,low
15950,40091,low,low,True,False,is_low,low
15951,40092,high,low,True,False,medium,low
15952,40094,high,medium,True,False,medium,low
15953,40098,medium,low,True,False,medium,low
15954,40099,low,low,True,False,is_low,low
15955,40100,low,low,True,False,is_low,low
15956,40102,medium,medium,True,False,medium,low
15957,40103,medium,low,True,False,medium,low
15958,40105,high,high,True,False,medium,low
15959,40107,medium,low,True,False,medium,low
15960,40110,low,low,True,False,is_low,low
15961,40111,low,low,False,False,is_low,medium
15962,40112,medium,low,False,False,medium,medium
15963,40114,medium,medium,True,False,medium,low
15964,40118,low,medium,True,False,is_low,low
15965,40122,low,low,True,False,is_low,low
15966,40124,low,low,True,False,is_low,low
15967,40125,high,high,True,False,medium,low
15968,40130,medium,medium,True,False,medium,low
15969,40131,low,low,True,False,is_low,low
15970,40135,low,low,True,False,is_low,low
15971,40139,low,low,True,False,is_low,low
15972,40140,low,low,True,False,is_low,low
15973,40144,medium,low,True,False,medium,low
15974,40148,low,low,False,False,is_low,low
15975,40150,low,low,True,False,is_low,low
15976,40152,medium,low,False,False,medium,medium
15977,40158,low,low,True,False,is_low,low
15978,40159,low,low,True,False,is_low,low
15979,40161,low,low,True,False,is_low,low
15980,40165,low,medium,True,False,is_low,low
15981,40167,low,low,True,False,is_low,low
15982,40168,low,low,True,False,is_low,low
15983,40172,low,low,True,False,is_low,low
15984,40173,low,low,True,False,is_low,low
15985,40175,low,low,True,False,is_low,low
15986,40177,low,low,True,False,is_low,low
15987,40178,low,low,True,False,is_low,low
15988,40181,low,low,True,False,is_low,low
15989,40183,low,low,True,False,is_low,low
15990,40184,medium,medium,True,False,medium,low
15991,40185,low,low,True,False,is_low,low
15992,40187,medium,medium,True,False,medium,low
15993,40188,low,low,True,False,is_low,low
15994,40194,low,low,True,False,is_low,low
15995,40198,medium,low,True,False,medium,low
15996,40204,low,low,True,False,is_low,low
15997,40205,medium,low,True,False,medium,low
15998,40206,high,low,True,False,medium,low
15999,40207,low,medium,True,False,is_low,low
16000,40208,low,low,True,False,is_low,low
16001,40213,low,low,True,False,is_low,low
16002,40214,medium,medium,True,False,medium,low
16003,40216,medium,medium,True,False,medium,low
16004,40217,low,low,True,False,is_low,low
16005,40218,low,low,True,False,is_low,low
16006,40219,low,low,True,False,is_low,low
16007,40220,low,low,True,False,is_low,low
16008,40229,low,low,True,False,is_low,low
16009,40230,low,low,True,False,is_low,low
16010,40231,low,medium,True,False,is_low,low
16011,40233,low,low,True,False,is_low,low
16012,40239,low,low,True,False,is_low,low
16013,40245,low,low,True,False,is_low,low
16014,40246,low,low,True,False,is_low,low
16015,40247,low,low,True,False,is_low,low
16016,40250,low,low,True,False,is_low,low
16017,40251,low,low,True,False,is_low,low
16018,40252,low,low,True,False,is_low,low
16019,40253,medium,low,False,True,medium,medium
16020,40256,medium,medium,True,False,medium,low
16021,40257,low,low,True,False,is_low,low
16022,40258,medium,low,True,False,medium,low
16023,40259,low,low,True,False,is_low,low
16024,40266,low,low,True,False,is_low,low
16025,40267,low,medium,True,False,is_low,low
16026,40268,low,low,True,False,is_low,low
16027,40274,medium,low,True,False,medium,low
16028,40275,low,low,False,True,is_low,high
16029,40276,low,low,False,False,is_low,medium
16030,40279,low,low,True,False,is_low,low
16031,40283,high,high,True,False,medium,low
16032,40284,low,low,True,False,is_low,low
16033,40285,low,low,True,False,is_low,low
16034,40286,low,medium,True,False,is_low,low
16035,40287,low,low,True,False,is_low,low
16036,40307,medium,low,True,False,medium,low
16037,40309,low,low,True,False,is_low,low
16038,40313,low,low,True,False,is_low,low
16039,40319,medium,medium,False,False,medium,medium
16040,40324,low,low,True,False,is_low,low
16041,40325,low,low,True,False,is_low,low
16042,40326,low,low,True,False,is_low,low
16043,40329,low,low,True,False,is_low,low
16044,40334,low,medium,True,False,is_low,low
16045,40335,low,low,True,False,is_low,low
16046,40336,low,low,True,False,is_low,low
16047,40341,low,medium,True,False,is_low,low
16048,40342,medium,medium,True,False,medium,low
16049,40343,low,low,True,False,is_low,low
16050,40344,low,low,True,False,is_low,low
16051,40347,low,low,True,False,is_low,low
16052,40349,low,low,True,False,is_low,low
16053,40352,low,low,True,False,is_low,low
16054,40355,low,low,True,False,is_low,low
16055,40362,medium,low,True,False,medium,low
16056,40363,low,low,True,False,is_low,low
16057,40368,low,low,True,False,is_low,low
16058,40373,low,low,True,False,is_low,low
16059,40375,low,low,True,False,is_low,low
16060,40376,low,low,True,False,is_low,low
16061,40379,high,low,True,False,medium,low
16062,40382,medium,medium,True,False,medium,low
16063,40384,high,low,True,False,medium,low
16064,40387,medium,medium,True,False,medium,low
16065,40388,low,low,True,False,is_low,low
16066,40390,low,low,True,False,is_low,low
16067,40391,low,low,False,False,is_low,low
16068,40392,medium,low,True,False,medium,low
16069,40393,low,low,True,False,is_low,low
16070,40394,medium,low,True,False,medium,low
16071,40397,high,medium,True,False,medium,low
16072,40399,low,low,True,False,is_low,low
16073,40401,low,low,True,False,is_low,low
16074,40403,low,low,True,False,is_low,low
16075,40404,low,low,True,False,is_low,low
16076,40407,low,low,True,False,is_low,low
16077,40408,low,low,True,False,is_low,low
16078,40410,medium,low,False,False,medium,medium
16079,40412,medium,low,True,False,medium,low
16080,40414,medium,low,True,False,medium,low
16081,40416,low,low,True,False,is_low,low
16082,40418,low,low,True,False,is_low,low
16083,40421,low,low,True,False,is_low,low
16084,40423,low,low,True,False,is_low,low
16085,40424,medium,medium,True,False,medium,low
16086,40425,medium,medium,True,False,medium,low
16087,40427,medium,low,True,False,medium,low
16088,40429,low,medium,True,False,is_low,low
16089,40437,medium,medium,True,False,medium,low
16090,40441,low,low,True,False,is_low,low
16091,40443,low,low,True,False,is_low,low
16092,40448,low,medium,True,False,is_low,low
16093,40451,low,low,True,False,is_low,low
16094,40459,low,low,True,False,is_low,low
16095,40461,medium,low,False,True,high,high
16096,40463,medium,medium,False,True,high,high
16097,40468,medium,medium,True,False,medium,low
16098,40470,high,high,True,False,medium,low
16099,40473,low,low,True,False,is_low,low
16100,40476,low,low,True,False,is_low,low
16101,40478,low,low,True,False,is_low,low
16102,40479,medium,medium,True,False,medium,low
16103,40482,low,low,True,False,is_low,low
16104,40485,low,medium,False,False,is_low,medium
16105,40489,medium,low,True,False,medium,low
16106,40497,high,medium,True,False,medium,low
16107,40501,high,medium,True,False,medium,low
16108,40505,medium,low,True,False,medium,low
16109,40508,low,low,True,False,is_low,low
16110,40512,low,low,True,False,is_low,low
16111,40514,low,low,False,False,is_low,medium
16112,40518,low,medium,True,False,is_low,low
16113,40519,low,low,True,False,is_low,low
16114,40520,high,medium,True,False,medium,low
16115,40521,low,low,True,False,is_low,low
16116,40525,medium,medium,True,False,medium,low
16117,40526,low,low,True,False,is_low,low
16118,40527,low,low,True,False,is_low,low
16119,40529,low,low,True,False,is_low,low
16120,40531,low,medium,True,False,is_low,low
16121,40534,low,low,True,False,is_low,low
16122,40537,low,medium,True,False,is_low,low
16123,40539,medium,medium,False,True,medium,medium
16124,40541,low,low,False,False,is_low,medium
16125,40543,low,low,True,False,is_low,low
16126,40545,low,low,True,False,is_low,low
16127,40547,low,low,True,False,is_low,low
16128,40549,high,low,True,False,medium,low
16129,40552,low,low,True,False,is_low,low
16130,40555,low,low,True,False,is_low,low
16131,40556,medium,medium,True,False,medium,low
16132,40557,low,low,True,False,is_low,low
16133,40559,high,low,True,False,medium,low
16134,40563,low,low,True,False,is_low,low
16135,40564,medium,medium,True,False,medium,low
16136,40565,low,low,True,False,is_low,low
16137,40568,medium,low,True,False,medium,low
16138,40569,high,low,True,False,medium,low
16139,40573,low,medium,True,False,is_low,low
16140,40576,low,low,True,False,is_low,low
16141,40581,low,low,True,False,is_low,low
16142,40583,medium,medium,False,False,medium,low
16143,40585,low,high,True,False,is_low,low
16144,40586,low,low,False,True,is_low,medium
16145,40589,low,low,True,False,is_low,low
16146,40591,medium,medium,False,True,medium,medium
16147,40598,low,low,True,False,is_low,low
16148,40601,low,low,True,False,is_low,low
16149,40602,high,low,True,False,medium,low
16150,40603,low,low,True,False,is_low,low
16151,40610,low,low,True,False,is_low,low
16152,40612,low,low,True,False,is_low,low
16153,40618,medium,low,True,False,medium,low
16154,40619,low,high,True,False,is_low,low
16155,40624,medium,medium,False,False,medium,medium
16156,40630,low,low,True,False,is_low,low
16157,40631,low,low,True,False,is_low,low
16158,40632,low,low,True,False,is_low,low
16159,40635,medium,low,False,False,medium,medium
16160,40636,high,low,True,False,medium,low
16161,40637,medium,low,True,False,medium,low
16162,40638,low,low,True,False,is_low,low
16163,40639,high,high,True,False,medium,low
16164,40640,low,low,True,False,is_low,low
16165,40643,low,low,True,False,is_low,low
16166,40644,medium,medium,True,False,medium,low
16167,40652,medium,medium,True,False,medium,low
16168,40654,low,low,True,False,is_low,low
16169,40661,medium,medium,False,False,medium,low
16170,40665,low,medium,True,False,is_low,low
16171,40673,low,low,True,False,is_low,low
16172,40674,medium,medium,True,False,medium,low
16173,40676,low,low,True,False,is_low,low
16174,40680,medium,medium,True,False,medium,low
16175,40682,low,low,True,False,is_low,low
16176,40684,medium,medium,True,False,medium,low
16177,40687,low,low,True,False,is_low,low
16178,40688,medium,medium,True,False,medium,low
16179,40689,low,low,True,False,is_low,low
16180,40699,low,low,True,False,is_low,low
16181,40700,low,low,True,False,is_low,low
16182,40701,low,low,True,False,is_low,low
16183,40703,medium,low,True,False,medium,low
16184,40704,low,low,True,False,is_low,low
16185,40708,medium,high,True,False,medium,low
16186,40712,medium,medium,True,False,medium,low
16187,40713,medium,low,True,False,medium,low
16188,40715,low,low,True,False,is_low,low
16189,40724,low,low,True,False,is_low,low
16190,40725,low,high,False,False,is_low,medium
16191,40727,low,low,True,False,is_low,low
16192,40728,low,low,True,False,is_low,low
16193,40732,low,low,True,False,is_low,low
16194,40734,medium,low,False,True,high,high
16195,40746,low,low,True,False,is_low,low
16196,40751,low,low,True,False,is_low,low
16197,40753,high,medium,False,False,medium,medium
16198,40755,high,medium,True,False,medium,low
16199,40760,medium,low,True,False,medium,low
16200,40763,medium,medium,True,False,medium,low
16201,40764,high,low,True,False,medium,low
16202,40766,low,low,True,False,is_low,low
16203,40767,low,low,True,False,is_low,low
16204,40768,low,low,True,False,is_low,low
16205,40774,low,low,False,True,is_low,medium
16206,40775,low,low,True,False,is_low,low
16207,40777,high,high,True,False,medium,low
16208,40778,low,low,True,False,is_low,low
16209,40782,high,high,False,False,medium,medium
16210,40783,low,low,True,False,is_low,low
16211,40785,low,low,True,False,is_low,low
16212,40786,low,low,True,False,is_low,low
16213,40792,low,low,True,False,is_low,low
16214,40794,medium,medium,True,False,medium,low
16215,40798,low,low,False,False,is_low,medium
16216,40799,low,high,False,False,is_low,medium
16217,40805,low,low,True,False,is_low,low
16218,40806,low,low,True,False,is_low,low
16219,40807,low,low,False,False,is_low,low
16220,40808,low,low,True,False,is_low,low
16221,40809,low,low,False,False,is_low,low
16222,40814,low,low,True,False,is_low,low
16223,40815,low,low,True,False,is_low,low
16224,40817,low,low,True,False,is_low,low
16225,40818,medium,low,True,False,medium,low
16226,40822,high,low,True,False,medium,low
16227,40825,medium,low,True,False,medium,low
16228,40826,low,low,True,False,is_low,low
16229,40830,low,low,False,False,is_low,medium
16230,40835,low,low,True,False,is_low,low
16231,40842,low,low,True,False,is_low,low
16232,40846,medium,medium,True,False,medium,low
16233,40847,low,low,True,True,is_low,high
16234,40850,medium,low,True,False,medium,low
16235,40853,medium,medium,True,False,medium,low
16236,40854,medium,medium,True,False,medium,low
16237,40856,low,low,True,False,is_low,low
16238,40860,low,medium,True,False,is_low,low
16239,40861,medium,medium,True,False,medium,low
16240,40862,low,medium,True,False,is_low,low
16241,40865,low,medium,True,False,is_low,low
16242,40866,low,low,True,False,is_low,low
16243,40868,low,low,True,False,is_low,low
16244,40870,low,low,True,False,is_low,low
16245,40872,medium,low,True,False,medium,low
16246,40876,low,low,True,False,is_low,low
16247,40878,low,low,True,False,is_low,low
16248,40881,low,low,True,False,is_low,low
16249,40884,low,low,True,False,is_low,low
16250,40888,high,medium,True,False,medium,low
16251,40892,medium,low,True,False,medium,low
16252,40894,medium,medium,True,False,medium,low
16253,40900,low,low,True,False,is_low,low
16254,40901,high,low,True,False,medium,low
16255,40902,low,low,True,False,is_low,low
16256,40903,low,low,True,False,is_low,low
16257,40904,low,low,True,False,is_low,low
16258,40908,low,low,True,False,is_low,low
16259,40911,low,low,True,False,is_low,low
16260,40912,medium,low,True,False,medium,low
16261,40914,low,low,True,False,is_low,low
16262,40916,low,low,False,False,is_low,medium
16263,40917,low,low,True,False,is_low,low
16264,40918,low,low,True,False,is_low,low
16265,40920,medium,low,True,False,medium,low
16266,40924,medium,low,False,False,medium,low
16267,40927,high,low,True,False,medium,low
16268,40928,low,low,True,False,is_low,low
16269,40930,medium,low,True,False,medium,low
16270,40935,medium,medium,True,False,medium,low
16271,40939,medium,low,True,False,medium,low
16272,40948,low,low,True,False,is_low,low
16273,40950,low,low,False,False,is_low,medium
16274,40953,low,low,True,False,is_low,low
